Country Name,Region,Income Group,Year,CO2
Sri Lanka,South Asia,Upper middle income,2012,16032.124
Lesotho,Sub-Saharan Africa,Lower middle income,2012,2405.552
Lithuania,Europe & Central Asia,High income,2012,13831.924
Luxembourg,Europe & Central Asia,High income,2012,10663.636
Latvia,Europe & Central Asia,High income,2012,7062.642
"Macao SAR, China",East Asia & Pacific,High income,2012,1312.786
St. Martin (French part),Latin America & Caribbean,High income,2012,
Morocco,Middle East & North Africa,Lower middle income,2012,62731.369
Monaco,Europe & Central Asia,High income,2012,
Moldova,Europe & Central Asia,Lower middle income,2012,4924.781
Madagascar,Sub-Saharan Africa,Low income,2012,2706.246
Maldives,South Asia,Upper middle income,2012,1111.101
Mexico,Latin America & Caribbean,Upper middle income,2012,496324.783
Marshall Islands,East Asia & Pacific,Upper middle income,2012,102.676
North Macedonia,Europe & Central Asia,Upper middle income,2012,8965.815
Mali,Sub-Saharan Africa,Low income,2012,993.757
Malta,Middle East & North Africa,High income,2012,2680.577
Myanmar,East Asia & Pacific,Lower middle income,2012,11070.673
Montenegro,Europe & Central Asia,Upper middle income,2012,2335.879
Mongolia,East Asia & Pacific,Lower middle income,2012,26226.384
Northern Mariana Islands,East Asia & Pacific,High income,2012,
Mozambique,Sub-Saharan Africa,Low income,2012,3120.617
Mauritania,Sub-Saharan Africa,Lower middle income,2012,2654.908
Mauritius,Sub-Saharan Africa,Upper middle income,2012,3967.694
Malawi,Sub-Saharan Africa,Low income,2012,1096.433
Malaysia,East Asia & Pacific,Upper middle income,2012,218707.214
Namibia,Sub-Saharan Africa,Upper middle income,2012,3384.641
New Caledonia,East Asia & Pacific,High income,2012,3630.33
Niger,Sub-Saharan Africa,Low income,2012,1866.503
Nigeria,Sub-Saharan Africa,Lower middle income,2012,98502.954
Nicaragua,Latin America & Caribbean,Lower middle income,2012,4620.42
Netherlands,Europe & Central Asia,High income,2012,170310.148
Norway,Europe & Central Asia,High income,2012,49889.535
Nepal,South Asia,Low income,2012,5856.199
Nauru,East Asia & Pacific,Upper middle income,2012,40.337
New Zealand,East Asia & Pacific,High income,2012,34150.771
Oman,Middle East & North Africa,High income,2012,59159.711
Pakistan,South Asia,Lower middle income,2012,163496.862
Panama,Latin America & Caribbean,High income,2012,10113.586
Peru,Latin America & Caribbean,Upper middle income,2012,55071.006
Philippines,East Asia & Pacific,Lower middle income,2012,91205.624
Palau,East Asia & Pacific,High income,2012,253.023
Papua New Guinea,East Asia & Pacific,Lower middle income,2012,5078.795
Poland,Europe & Central Asia,High income,2012,299931.264
Puerto Rico,Latin America & Caribbean,High income,2012,
"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,2012,49057.126
Portugal,Europe & Central Asia,High income,2012,46013.516
Paraguay,Latin America & Caribbean,Upper middle income,2012,5284.147
West Bank and Gaza,Middle East & North Africa,Lower middle income,2012,2200.2
French Polynesia,East Asia & Pacific,High income,2012,814.074
Qatar,Middle East & North Africa,High income,2012,94124.556
Romania,Europe & Central Asia,Upper middle income,2012,81722.762
Russian Federation,Europe & Central Asia,Upper middle income,2012,1830830.424
Rwanda,Sub-Saharan Africa,Low income,2012,737.067
Saudi Arabia,Middle East & North Africa,High income,2012,564842.678
Sudan,Sub-Saharan Africa,Lower middle income,2012,14642.331
Senegal,Sub-Saharan Africa,Lower middle income,2012,7913.386
Singapore,East Asia & Pacific,High income,2012,36372.973
Solomon Islands,East Asia & Pacific,Lower middle income,2012,198.018
Sierra Leone,Sub-Saharan Africa,Low income,2012,1030.427
El Salvador,Latin America & Caribbean,Lower middle income,2012,6662.939
San Marino,Europe & Central Asia,High income,2012,
Somalia,Sub-Saharan Africa,Low income,2012,608.722
Serbia,Europe & Central Asia,Upper middle income,2012,44062.672
South Sudan,Sub-Saharan Africa,Low income,2012,1331.121
São Tomé and Principe,Sub-Saharan Africa,Lower middle income,2012,113.677
Suriname,Latin America & Caribbean,Upper middle income,2012,2258.872
Slovak Republic,Europe & Central Asia,High income,2012,32764.645
Slovenia,Europe & Central Asia,High income,2012,14781.677
Sweden,Europe & Central Asia,High income,2012,47047.61
Eswatini,Sub-Saharan Africa,Lower middle income,2012,1206.443
Sint Maarten (Dutch part),Latin America & Caribbean,High income,2012,696.73
Seychelles,Sub-Saharan Africa,High income,2012,440.04
Syrian Arab Republic,Middle East & North Africa,Low income,2012,44730.066
Turks and Caicos Islands,Latin America & Caribbean,High income,2012,198.018
Chad,Sub-Saharan Africa,Low income,2012,612.389
Togo,Sub-Saharan Africa,Low income,2012,2486.226
Thailand,East Asia & Pacific,Upper middle income,2012,296597.961
Tajikistan,Europe & Central Asia,Low income,2012,2933.6
Turkmenistan,Europe & Central Asia,Upper middle income,2012,64872.897
Timor-Leste,East Asia & Pacific,Lower middle income,2012,293.36
Tonga,East Asia & Pacific,Upper middle income,2012,106.343
Trinidad and Tobago,Latin America & Caribbean,High income,2012,45419.462
Tunisia,Middle East & North Africa,Lower middle income,2012,27003.788
Turkey,Europe & Central Asia,Upper middle income,2012,329560.624
Tuvalu,East Asia & Pacific,Upper middle income,2012,11.001
Tanzania,Sub-Saharan Africa,Low income,2012,9545.201
Uganda,Sub-Saharan Africa,Low income,2012,4070.37
Ukraine,Europe & Central Asia,Lower middle income,2012,295791.221
Uruguay,Latin America & Caribbean,High income,2012,8694.457
United States,North America,High income,2012,5119436.361
Uzbekistan,Europe & Central Asia,Lower middle income,2012,115814.861
St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,2012,253.023
"Venezuela, RB",Latin America & Caribbean,Upper middle income,2012,198766.068
British Virgin Islands,Latin America & Caribbean,High income,2012,176.016
Virgin Islands (U.S.),Latin America & Caribbean,High income,2012,
Vietnam,East Asia & Pacific,Lower middle income,2012,142220.928
Vanuatu,East Asia & Pacific,Lower middle income,2012,113.677
Samoa,East Asia & Pacific,Upper middle income,2012,198.018
Kosovo,Europe & Central Asia,Upper middle income,2012,
"Yemen, Rep.",Middle East & North Africa,Low income,2012,18668.697
South Africa,Sub-Saharan Africa,Upper middle income,2012,468770.945
Zambia,Sub-Saharan Africa,Lower middle income,2012,3667
Zimbabwe,Sub-Saharan Africa,Lower middle income,2012,7792.375
Aruba,Latin America & Caribbean,High income,2013,861.745
Afghanistan,South Asia,Low income,2013,10014.577
Angola,Sub-Saharan Africa,Lower middle income,2013,32617.965
Albania,Europe & Central Asia,Upper middle income,2013,5064.127
Andorra,Europe & Central Asia,High income,2013,476.71
United Arab Emirates,Middle East & North Africa,High income,2013,170706.184
Argentina,Latin America & Caribbean,Upper middle income,2013,189851.591
Armenia,Europe & Central Asia,Upper middle income,2013,5496.833
American Samoa,East Asia & Pacific,Upper middle income,2013,
Antigua and Barbuda,Latin America & Caribbean,High income,2013,524.381
Australia,East Asia & Pacific,High income,2013,372266.506
Austria,Europe & Central Asia,High income,2013,62485.68
Azerbaijan,Europe & Central Asia,Upper middle income,2013,35643.24
Burundi,Sub-Saharan Africa,Low income,2013,289.693
Belgium,Europe & Central Asia,High income,2013,96970.148
Benin,Sub-Saharan Africa,Low income,2013,5812.195
Burkina Faso,Sub-Saharan Africa,Low income,2013,3058.278
Bangladesh,South Asia,Lower middle income,2013,69709.67
Bulgaria,Europe & Central Asia,Upper middle income,2013,39599.933
Bahrain,Middle East & North Africa,High income,2013,31312.513
"Bahamas, The",Latin America & Caribbean,High income,2013,2801.588
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2013,21921.326
Belarus,Europe & Central Asia,Upper middle income,2013,63769.13
Belize,Latin America & Caribbean,Upper middle income,2013,513.38
Bermuda,North America,High income,2013,458.375
Bolivia,Latin America & Caribbean,Lower middle income,2013,18918.053
Brazil,Latin America & Caribbean,Upper middle income,2013,503677.118
Barbados,Latin America & Caribbean,High income,2013,1448.465
Brunei Darussalam,East Asia & Pacific,High income,2013,7803.376
Bhutan,South Asia,Lower middle income,2013,920.417
Botswana,Sub-Saharan Africa,Upper middle income,2013,5229.142
Central African Republic,Sub-Saharan Africa,Low income,2013,297.027
Canada,North America,High income,2013,517160.677
Switzerland,Europe & Central Asia,High income,2013,40226.99
Channel Islands,Europe & Central Asia,High income,2013,
Chile,Latin America & Caribbean,High income,2013,83226.232
China,East Asia & Pacific,Upper middle income,2013,10258007.128
Côte d'Ivoire,Sub-Saharan Africa,Lower middle income,2013,10685.638
Cameroon,Sub-Saharan Africa,Lower middle income,2013,6772.949
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2013,3589.993
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2013,3087.614
Colombia,Latin America & Caribbean,Upper middle income,2013,89625.147
Comoros,Sub-Saharan Africa,Lower middle income,2013,176.016
Cabo Verde,Sub-Saharan Africa,Lower middle income,2013,498.712
Costa Rica,Latin America & Caribbean,Upper middle income,2013,7598.024
Cuba,Latin America & Caribbean,Upper middle income,2013,34799.83
Curaçao,Latin America & Caribbean,High income,2013,5214.474
Cayman Islands,Latin America & Caribbean,High income,2013,535.382
Cyprus,Europe & Central Asia,High income,2013,5947.874
Czech Republic,Europe & Central Asia,High income,2013,98675.303
Germany,Europe & Central Asia,High income,2013,757312.507
Djibouti,Middle East & North Africa,Lower middle income,2013,608.722
Dominica,Latin America & Caribbean,Upper middle income,2013,132.012
Denmark,Europe & Central Asia,High income,2013,38532.836
Dominican Republic,Latin America & Caribbean,Upper middle income,2013,21440.949
Algeria,Middle East & North Africa,Upper middle income,2013,134465.223
Ecuador,Latin America & Caribbean,Upper middle income,2013,40997.06
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2013,213412.066
Eritrea,Sub-Saharan Africa,Low income,2013,667.394
Spain,Europe & Central Asia,High income,2013,237034.88
Estonia,Europe & Central Asia,High income,2013,19893.475
Ethiopia,Sub-Saharan Africa,Low income,2013,10634.3
Finland,Europe & Central Asia,High income,2013,47219.959
Fiji,East Asia & Pacific,Upper middle income,2013,1151.438
France,Europe & Central Asia,High income,2013,334096.703
Faroe Islands,Europe & Central Asia,High income,2013,678.395
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2013,143.013
Gabon,Sub-Saharan Africa,Upper middle income,2013,5280.48
United Kingdom,Europe & Central Asia,High income,2013,458250.322
Georgia,Europe & Central Asia,Upper middle income,2013,7858.381
Ghana,Sub-Saharan Africa,Lower middle income,2013,14620.329
Gibraltar,Europe & Central Asia,High income,2013,491.378
Guinea,Sub-Saharan Africa,Low income,2013,2299.209
"Gambia, The",Sub-Saharan Africa,Low income,2013,432.706
Guinea-Bissau,Sub-Saharan Africa,Low income,2013,256.69
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2013,5163.136
Greece,Europe & Central Asia,High income,2013,69482.316
Grenada,Latin America & Caribbean,Upper middle income,2013,304.361
Greenland,Europe & Central Asia,High income,2013,553.717
Guatemala,Latin America & Caribbean,Upper middle income,2013,13633.906
Guam,East Asia & Pacific,High income,2013,
Guyana,Latin America & Caribbean,Upper middle income,2013,1936.176
"Hong Kong SAR, China",East Asia & Pacific,High income,2013,45005.091
Honduras,Latin America & Caribbean,Lower middle income,2013,9064.824
Croatia,Europe & Central Asia,High income,2013,17550.262
Haiti,Latin America & Caribbean,Low income,2013,2405.552
Hungary,Europe & Central Asia,High income,2013,42141.164
Indonesia,East Asia & Pacific,Lower middle income,2013,490226.562
Isle of Man,Europe & Central Asia,High income,2013,
India,South Asia,Lower middle income,2013,2034752.294
Ireland,Europe & Central Asia,High income,2013,34854.835
"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,2013,619778.005
Iraq,Middle East & North Africa,Upper middle income,2013,165506.378
Iceland,Europe & Central Asia,High income,2013,1899.506
Israel,Middle East & North Africa,High income,2013,67069.43
Italy,Europe & Central Asia,High income,2013,345317.723
Jamaica,Latin America & Caribbean,Upper middle income,2013,8093.069
Jordan,Middle East & North Africa,Upper middle income,2013,24389.217
Japan,East Asia & Pacific,High income,2013,1246515.976
Kazakhstan,Europe & Central Asia,Upper middle income,2013,262846.893
Kenya,Sub-Saharan Africa,Lower middle income,2013,13333.212
Kyrgyz Republic,Europe & Central Asia,Lower middle income,2013,9842.228
Cambodia,East Asia & Pacific,Lower middle income,2013,5603.176
Kiribati,East Asia & Pacific,Lower middle income,2013,62.339
St. Kitts and Nevis,Latin America & Caribbean,High income,2013,223.687
"Korea, Rep.",East Asia & Pacific,High income,2013,592499.192
Kuwait,Middle East & North Africa,High income,2013,98345.273
Lao PDR,East Asia & Pacific,Lower middle income,2013,1576.81
Lebanon,Middle East & North Africa,Upper middle income,2013,22581.386
Liberia,Sub-Saharan Africa,Low income,2013,957.087
Libya,Middle East & North Africa,Upper middle income,2013,56266.448
St. Lucia,Latin America & Caribbean,Upper middle income,2013,407.037
Liechtenstein,Europe & Central Asia,High income,2013,51.338
Sri Lanka,South Asia,Upper middle income,2013,15489.408
Lesotho,Sub-Saharan Africa,Lower middle income,2013,2434.888
Lithuania,Europe & Central Asia,High income,2013,12640.149
Luxembourg,Europe & Central Asia,High income,2013,10051.247
Latvia,Europe & Central Asia,High income,2013,7080.977
"Macao SAR, China",East Asia & Pacific,High income,2013,1180.774
St. Martin (French part),Latin America & Caribbean,High income,2013,
Morocco,Middle East & North Africa,Lower middle income,2013,59082.704
Monaco,Europe & Central Asia,High income,2013,
Moldova,Europe & Central Asia,Lower middle income,2013,4998.121
Madagascar,Sub-Saharan Africa,Low income,2013,3116.95
Maldives,South Asia,Upper middle income,2013,1092.766
Mexico,Latin America & Caribbean,Upper middle income,2013,490340.239
Marshall Islands,East Asia & Pacific,Upper middle income,2013,102.676
North Macedonia,Europe & Central Asia,Upper middle income,2013,7847.38
Mali,Sub-Saharan Africa,Low income,2013,1026.76
Malta,Middle East & North Africa,High income,2013,2339.546
Myanmar,East Asia & Pacific,Lower middle income,2013,12860.169
Montenegro,Europe & Central Asia,Upper middle income,2013,2247.871
Mongolia,East Asia & Pacific,Lower middle income,2013,38752.856
Northern Mariana Islands,East Asia & Pacific,High income,2013,
Mozambique,Sub-Saharan Africa,Low income,2013,4019.032
Mauritania,Sub-Saharan Africa,Lower middle income,2013,2669.576
Mauritius,Sub-Saharan Africa,Upper middle income,2013,4070.37
Malawi,Sub-Saharan Africa,Low income,2013,1224.778
Malaysia,East Asia & Pacific,Upper middle income,2013,236510.499
Namibia,Sub-Saharan Africa,Upper middle income,2013,2629.239
New Caledonia,East Asia & Pacific,High income,2013,4242.719
Niger,Sub-Saharan Africa,Low income,2013,1939.843
Nigeria,Sub-Saharan Africa,Lower middle income,2013,98136.254
Nicaragua,Latin America & Caribbean,Lower middle income,2013,4550.747
Netherlands,Europe & Central Asia,High income,2013,173254.749
Norway,Europe & Central Asia,High income,2013,58162.287
Nepal,South Asia,Low income,2013,6637.27
Nauru,East Asia & Pacific,Upper middle income,2013,44.004
